damage,year,month,targetspp,point_x,point_y,bear_abund,landcover_2,altitude,human_population,dist_to_forest,dist_to_town,livestock_killed,shannondivindex,prop_arable,prop_orchards,prop_pasture,prop_ag_mo,prop_seminatural,prop_deciduous,prop_coniferous,prop_mixedforest,prop_grassland,prop_for_regen,openhab_10k,forest_10k,urban_10k,heteroag_10k,ag_10k,shdi_10k,s.bear_abund,s.altitude,s.dist_to_town,s.dist_to_forest
1,2011,8,ovine,631916,472390,15,Hetero_ag,660,69,99.349764,640.647041,2,0.852306,0,0,5.929,36.292,0,57.779,0,0,0,0,0.120718234,-0.098237372,-0.536387379,0.120718234,-0.622584975,0.602116481,-0.954181006,-0.557162858,-0.340341333,-0.30517347
1,2011,8,ovine,632102,472556,15,Hetero_ag,651,69,110.823202,875.938216,2,0.852306,0,0,5.929,36.292,0,57.779,0,0,0,0,0.168873498,-0.101243664,-0.536387379,0.168873498,-0.622584975,0.570376372,-0.954181006,-0.622330482,-0.334457344,-0.251401118
1,2011,8,ovine,634429,473897,15,Hetero_ag,548,84,345.960712,0,4,1.306959,0,0,29.922,0,31.291,32.369,0,0,0,0,0.540357218,-0.368804882,0.076622442,0.540357218,-0.622584975,0.866285713,-0.954181006,-0.889831866,-0.731505315,-0.104019317
1,2011,7,ovine,634697,474039,15,Hetero_ag,544,76,268.662196,248.636296,4,1.306959,0,0,29.922,0,31.291,32.369,0,0,0,0,0.444046591,-0.452981496,0.479457494,0.444046591,-0.622584975,1.189271338,-0.954181006,-0.939231055,-0.802472516,-0.104019317
1,2011,7,ovine,634797,474526,15,Open,610,3,94.786012,477.570167,4,1.306959,0,0,29.922,0,31.291,32.369,0,0,0,0,0.196390778,-0.474025628,1.197554731,0.196390778,-0.622584975,1.641949555,-0.954181006,-0.708575942,-0.783169299,-0.251401118
1,2011,7,ovine,634582,472980,15,Forests,624,36,0,127.555279,1,1.015939,0,0,40.859,0,9.958,47.554,1.629,0,0,0,0.856806182,-0.540164403,0.181709858,0.856806182,-0.622584975,0.870928196,-0.954181006,-0.877531158,-0.641733063,-0.434991409
1,2011,12,ovine,636343.14,489528.31,10,Ag_land,406,0,158.203736,1088.121474,1,1.471619,4.257,0,19.784,10.421,50.387,0,0,5.23,0,0,0.519719135,-0.921965287,-0.168581455,0.519719135,-0.163678243,2.043930051,-1.418464326,-1.503695209,-0.689622626,-0.251401118
1,2011,7,ovine,634998,473560,15,Forests,540,76,0,419.46563,3,1.510993,0,0,19.877,32.067,0,28.458,0,0,0,0,0.251425436,-0.558202242,0.567030361,0.251425436,-0.622584975,1.161496143,-0.954181006,-1.083769736,-0.859135411,-0.434991409
1,2011,7,ovine,636749,472948,15,Ag_land,474,118,151.965079,0,3,1.510993,0,0,19.877,32.067,0,28.458,0,0,0,0,-0.787352984,-0.281622062,1.127496537,-0.787352984,-0.447578181,2.254062347,-0.954181006,-1.228708814,-1.050857716,-0.251401118
1,2011,11,ovine,637624,489387,10,Open,565,0,19.317895,1482.204414,1,1.34168,0,0,31.154,0,0,35.311,20.313,12.776,0,0,1.001272171,-0.08320591,-0.413785407,1.001272171,-0.377575452,1.718671544,-1.418464326,-0.86619794,-0.532069767,-0.343196264
