Bobcat_ID#,Necropsy,NecropsyDate,Dissector,County,Township,CollectionDate,Month,Coordinates_N,Coordinates_W,ApproxAge,Age,Sex,Fecundity_Females,RearFoot_cm,Tail_cm,Ear_cm,Body_w/Tail_cm,Body,Weight_kg,Condition,Notes
84-19-39,39,10/29/19,"MB, EW",Washington,Marietta,10/21/19,10,39.441529,-81.433019,Ad,1,M,na,16,13.2,7,87.5,74.3,9.44,12.70524899,na
60-19-40,40,11/6/19,"RB, CH",Muskingum,Perry,10/9/19,10,39.96782,-81.86916,Ad,1,M,na,15.9,13,6.2,89,76,6.81,8.960526316,na
64-19-41,41,11/6/19,"RB, CH",Perry,Harrison,10/21/19,10,39.77886,-82.12385,Juv,0,F,0,14.2,12.7,6.3,70.5,57.8,3.3,5.709342561,na
16-19-42,42,11/6/19,"RB, CH",Coshocton,Adams,9/30/19,9,40.17902,-81.4009,Ad,1,F,na,15.6,11.5,6.2,82,70.5,4.98,7.063829787,na
30-19-43,43,11/6/19,"RB, CH",Guernsey ,Liberty,10/25/19,10,40.420066,-81.544054,Ad,1,F,0,15.8,12.5,5.9,80,67.5,5.7,8.444444444,na
61-19-44,44,11/8/19,"ML, MP",Noble,Beaver,10/15/19,10,39.94801,-81.2807,Ad,1,M,na,16.5,14.3,5.5,90.2,75.9,9.83,12.95125165,na
40-19-45,45,11/8/19,"JS, TW, M",Jackson,Franklin,10/19/19,10,38.999,-82.618,Juv,0,F,0,13.6,12.1,4.6,70,57.9,3.45,5.958549223,na
40-19-46,46,11/8/19,"JS, TW, M",Jackson,Lick,10/26/19,10,39.079,-82.634,Juv,0,M,na,14.1,9.8,5.3,70.3,60.5,4.3,7.107438017,na
37-19-47,47,11/24/19,"MB,MD,RB,JS,ML",Hocking,Green,11/15/19,11,39.5154,-82.3667,Juv,0,F,0,13.7,13.5,6.2,72,58.5,4.15,7.094017094,na
84-19-48,48,11/25/19,"JS,TW,M",Washington,Waterford,11/14/19,11,39.5147,-81.5738,Ad,0,F,na,15,12.4,5.4,74.2,61.8,3.61,5.841423948,May be juv based on weight
30-19-49,49,11/25/19,MB,Guernsey ,Liberty,9/5/19,9,40.105633,-81.562688,na,na,na,na,na,na,5.5,na,na,na,na,Only ear
61-19-50,50,11/25/19,MB,Noble,Noble,9/24/19,9,39.76437,-81.5135,na,na,na,na,na,na,5.7,na,na,na,na,Only ear
61-19-51,51,11/25/19,MB,Noble,Wayne,10/8/19,10,39.927664,-81.37298,na,na,na,na,na,na,6,na,na,na,na,Only ear
5/19/52,52,11/26/19,"RB, CH",Athens,Canaan,11/12/19,11,39.330095,-82.003245,Ad,1,M,na,18.2,15,7.2,83,68,7.95,11.69117647,weight and length may be inaccurate due to condition
5/19/53,53,12/1/19,"TW, JS",Athens,York,11/25/19,11,39.4221,-82.1925,Ad,1,M,na,15.2,10.6,5,86.5,75.9,8.35,11.00131752,na
61-19-54,54,12/1/19,"TW, JS",Noble,Beaver,11/25/19,11,39.906265,-81.287373,Ad,1,F,1,15.2,11.3,5.4,80.7,69.4,6.07,8.746397695,na
61-19-55,55,12/4/19,RB,Noble,Olive,11/25/19,11,39.74142,-81.50664,Ad,2,M,na,16.3,13.2,7.5,90.2,77,9.36,12.15584416,na
64-19-56,56,12/5/19,"EW, MB",Perry,Salt Lick,11/25/19,11,39.59699,-82.18239,Ad,1,M,na,18,13,5.5,99,86,10.95,12.73255814,na
5/19/57,57,12/6/19,RB,Athens,na,11/29/19,11,39.5506,-82.0637,Ad,na,F,2,14.7,10.8,6.5,81.3,70.5,7.15,10.14184397,na
5/19/58,58,12/6/19,RB,Athens,Alexander,11/22/19,11,39.246053,-82.18427,Ad,1,F,na,16,13.8,7.2,83.5,69.7,6.66,9.555236729,na
53-19-59,59,12/9/19,RB,Meigs,Salisbury,11/22/19,11,38.9898,-82.07818,Ad,2,M,na,16.8,14.5,7.2,87,72.5,10.6,14.62068966,na
37-19-60,60,12/9/19,RB,Hocking,Washington,11/22/19,11,39.47478,-82.43314,Ad,1,M,na,16.7,14.5,7,89.5,75,12.14,16.18666667,na
56-19-61,61,12/18/19,RB,Monroe,Franklin,12/5/19,12,39.75504,-81.28118,Ad,0,M,na,14,11.8,6.2,79,67.2,7.32,10.89285714,na
30-19-62,62,12/18/19,RB,Guernsey ,Oxford,11/27/19,11,40.0293983,-81.30760666,Ad,1,M,na,17.1,11.4,7.2,79.8,68.4,7.45,10.89181287,na
30-19-63,63,12/18/19,RB,Guernsey ,Cambridge,12/8/19,12,40.01077,-81.61205,Ad,2,F,2,13.5,12.7,5.7,78.2,65.5,5.15,7.86259542,na
56-19-64,64,12/19/19,CH,Monroe,Summit,11/5/19,11,39.7668,-81.2386,Ad,2,F,0,18.1,15.3,6.1,85.4,70.1,8.5,12.12553495,na
44-19-65,65,12/19/19,CH,Lawrence,Elizabeth,11/10/19,11,38.3926,-82.4478,Juv,X,M,na,13.3,9.3,4.6,55.7,46.4,1.89,4.073275862,na
44-19-66,66,12/29/19,CH,Lawrence,South Point,12/19/19,12,38.416732,-82.566986,Ad,1,F,2,15.7,14.7,6.1,70.3,55.6,6.68,12.01438849,na
73-19-67,67,12/29/19,CH,Scioto,Brush Creek,11/26/19,11,38.888478,-83.195935,Ad,1,F,1,15.8,13.6,4,78.1,64.5,5.57,8.635658915,Look at picture of uterus for fecundity
