Damage,Year,Month,Targetspp,POINT_X,POINT_Y,Bear_abund,Landcover_code,Altitude,Human_population,Dist_to_forest,Dist_to_town,Livestock_killed,ShannonDivIndex,prop_arable,prop_orchards,prop_pasture,prop_ag_mosaic,prop_seminatural,prop_deciduous,prop_coniferous,prop_mixedforest,prop_grassland,prop_for_regen
0,2012,0,,539393.3982,623888.1942,32,312,1281,0,0,3517.506448,0,0,0,0,0,0,0,0,100,0,0,0
0,2014,0,,539447.0396,586198.0367,26,211,753,0,1803.509924,590.302253,0,0.250516,94.482,0,4.051,0,0.161,0,0,0,0,0
0,2012,0,,539460.7727,522243.3045,38,311,770,0,0,4830.564666,0,0.367943,0,0,0,0,0.093,88.221,0,0,11.686,0
1,2009,6,bovine,539462,532481,38,311,806,110,0,494.228084,2,1.202203,9.154,0,0,0,10.187,40.42,0,0,39.929,0
1,2009,6,bovine,539462,532489,38,311,806,110,0,494.473501,2,1.202203,9.154,0,0,0,10.187,40.42,0,0,39.929,0
0,2012,0,,539466.7314,605600.0683,32,312,967,0,0,2803.302095,0,0.10004,0,0,0,0,0.158,0,98.088,0,1.754,0
1,2009,4,ovine,539591,530667,38,321,775,0,65.32132,1397.455539,2,0.56956,3.643,0,0,0,0.349,13.508,0,0,82.499,0
0,2014,0,,539666.3292,563231.7949,58,324,1016,0,84.667849,3264.906988,0,1.266558,0,0,0,0,0,18.78,0.608,48.224,10.579,21.809
0,2010,0,,539672.9574,604764.6739,32,312,981,0,0,3126.111851,0,0.10004,0,0,0,0,0.158,0,98.088,0,1.754,0
0,2010,0,,539721.8973,579350.6243,48,211,752,0,4117.142348,482.832863,0,0.775433,70.026,0,0,0,0,0,0,0,0,0
0,2016,0,,539813.3573,536155.9229,38,131,852,10,134.23312,390.517194,0,1.816091,29.288,0,22.802,0,0,0,7.97,3.688,0,2.638
0,2014,0,,539823.9155,570562.1668,36,312,1043,0,0,3056.891022,0,0.854355,0,0,11.508,0,0,0,66.394,0,0,22.098
0,2012,0,,539965.2366,548593.6225,42,312,1080,0,0,3430.166338,1,1.243817,0,0,0,0,0,21.754,48.383,0,18.194,11.669
1,2012,9,alte,539991,518823,38,321,797,0,171.934913,4253.300364,1,0.786813,0,0,0,0,0,48.505,0,0,49.191,2.304
0,2012,0,,540007.9594,615220.9099,32,312,974,0,0,1606.989039,0,0.878374,0,0,0,0,1.445,0,64.145,0,28.014,6.397
0,2016,0,,540043.8042,523432.2319,38,311,737,0,0,4489.385494,0,0.367943,0,0,0,0,0.093,88.221,0,0,11.686,0
1,2012,9,bovine,540084,533783,38,321,848,3,70.019662,911.139676,1,1.895081,0.703,0,9.07,0,4.789,20.987,15.046,12.694,18.398,18.313
0,2016,0,,540114.6235,551646.613,48,312,1083,0,0,2844.291222,0,0.980538,0,0,0,0,0,15.311,63.616,18.544,0,2.529
0,2016,0,,540119.9035,590186.7895,26,211,852,0,2717.548683,308.881234,0,0.963794,56.601,0,0,0,0,0,0,0,14.936,0
0,2010,0,,540290.3455,540407.8352,45,211,874,390,1339.670027,289.455734,0,1.65138,28.123,0,16.899,22.716,4.057,0,0,0.066,0,7.772
0,2010,0,,540299.8439,527754.3514,38,311,778,0,0,1928.501572,0,0.956124,4.267,0,0,0,6.351,26.829,0,0,62.553,0
0,2014,0,,540354.4371,595915.1715,37,312,861,85,0,0,0,1.424105,0,0,3.093,0.51,13.13,0,25.796,0,46.546,5.491
0,2012,0,,540388.9625,599327.2911,37,312,1216,0,0,2529.470671,0,1.046981,0,0,0,0,0,0,42.777,0,38.138,19.085
1,2013,11,bovine,540394,548080,42,321,1135,0,194.51658,3914.028155,1,1.243817,0,0,0,0,0,21.754,48.383,0,18.194,11.669
0,2014,0,,540398.2254,546889.9301,45,324,1129,0,22.610058,4001.670304,0,1.054336,0,0,0,0,0,0,26.327,0,25.931,47.742
0,2014,0,,540432.7478,563701.8842,58,321,1053,0,114.768434,4023.114725,0,1.266558,0,0,0,0,0,18.78,0.608,48.224,10.579,21.809
1,2011,8,bovine,540480,508502,38,231,597,0,267.727807,1508.294833,4,0.978597,4.286,0,53.025,0,4.502,38.187,0,0,0,0
0,2014,0,,540553.5917,547385.8013,42,321,1133,0,34.548911,4082.65872,0,1.054336,0,0,0,0,0,0,26.327,0,25.931,47.742
0,2016,0,,540631.4028,608070.9104,32,312,1028,0,0,1437.23228,0,0.856885,0,0,0,0,0,0,66.87,0,20.155,12.974
0,2014,0,,540715.4943,551141.1574,48,312,1198,0,0,3413.664157,0,0.980538,0,0,0,0,0,15.311,63.616,18.544,0,2.529
0,2014,0,,540720.0008,573269.4544,36,211,752,97,1870.001015,862.054685,0,0.848984,42.113,0,53.492,0,0,0,0.373,0,0,4.022
1,2012,5,bovine,540804,508293,38,231,591,0,197.747525,1294.403104,4,0.978597,4.286,0,53.025,0,4.502,38.187,0,0,0,0
1,2012,8,bovine,540820,526722,40,231,623,0,13.774488,2934.371629,1,1.176526,0,0,8.326,0,10.906,44.621,0,0,36.147,0
0,2012,0,,540862.8115,524196.763,38,321,913,0,63.810682,4779.25581,0,0.723704,0,0,0,0,1.627,63.34,0,0,35.033,0
0,2010,0,,540881.7248,540910.009,45,211,911,0,712.965779,607.908388,0,1.069176,66.815,0,9.886,4.377,2.053,0,0,1.651,0,0
0,2012,0,,540884.2657,533264.1093,38,243,713,2,21.441794,1655.155828,0,0.962563,0,0,0,0,16.323,57.796,0,0,0,25.882
0,2014,0,,540898.3861,531010.6835,38,311,760,0,0,2354.373432,0,1.02124,0,0,1.839,0,25.418,62.091,0,0,3.205,7.447
0,2012,0,,540913.2445,519548.028,38,321,789,0,39.545628,4569.048114,0,0.745727,0,0,0,0,5.795,75.977,0,0,16.295,1.934
0,2008,0,,540962.905,528112.884,40,311,666,0,0,2441.289672,0,1.119055,0,0,25.296,0,30.604,43.095,0,0,1.005,0
0,2016,0,,541023.343,510829.7039,38,231,495,0,401.318808,1832.752334,0,1.055641,65.593,0,11.13,8.552,0,0,0,0,0,13.496
0,2014,0,,541039.6055,542657.5816,45,313,1012,0,0,1838.614559,0,1.034158,6.354,0,21.897,4.361,3.039,0,0,64.349,0,0
0,2016,0,,541060.2526,539923.2642,45,112,880,390,1590.807868,19.690095,0,1.069176,66.815,0,9.886,4.377,2.053,0,0,1.651,0,0
0,2012,0,,541113.1183,596767.878,37,312,956,41,0,72.5313,0,1.466387,0,0,0,0,16.761,0,43.186,4.368,15.432,18.659
0,2016,0,,541123.6948,573403.1762,36,211,750,97,2016.355033,449.347106,0,0.429968,88.356,0,3.386,0,0,0,0,0,0,0
0,2010,0,,541202.6571,523001.6963,40,311,624,0,0,5678.682509,6,0.755856,0,0,0,0,9.889,75.937,0,0,1.199,12.975
0,2010,0,,541228.0159,615614.3458,25,312,867,0,0,2600.818947,0,0.916545,0,0,0,0,10.708,0,58.35,0,0,30.942
0,2008,0,,541243.5967,507296.7979,38,231,553,0,398.343365,1598.059939,0,1.506176,27.34,0,19.999,0,19.752,0.769,0,0,0,0
0,2016,0,,541262.9172,559504.3029,48,312,1133,0,0,2793.572753,0,0.691431,0,0,0,0,0,0,68.448,29.789,1.763,0
0,2010,0,,541299.4101,537822.6492,45,211,828,20,1065.497715,447.514419,1,1.040195,68.366,0,0,0.574,14.416,5.346,0,0,0,3.323
0,2014,0,,541315.935,584880.22,26,231,887,0,314.911582,1110.676149,1,1.602769,20.612,0,28.06,0,4.705,0,10.565,0,29.873,6.056
0,2012,0,,541338.7144,618261.4824,25,312,1309,0,0,2168.108366,0,0.561678,0,0,0,0,0,0,75.06,0,24.94,0
1,2008,9,ovine,541343,522725,40,324,570,0,79.190174,5952.718599,6,0.755856,0,0,0,0,9.889,75.937,0,0,1.199,12.975
1,2008,9,ovine,541343,522730,40,324,570,0,82.487184,5949.79146,6,0.755856,0,0,0,0,9.889,75.937,0,0,1.199,12.975
1,2009,6,ovine,541347,522690,40,324,566,0,52.385578,5976.517004,6,0.755856,0,0,0,0,9.889,75.937,0,0,1.199,12.975
0,2010,0,,541352.7725,556486.156,48,311,1317,0,0,4479.457572,0,0.753454,0,0,0,0,0,9.341,73.275,17.384,0,0
0,2010,0,,541392.1763,592031.7526,26,321,890,0,869.711407,527.339271,0,0.699222,7.838,0,0,0,0,0,15.938,0,76.223,0
0,2010,0,,541465.9991,568902.3164,36,312,1008,0,0,2027.876148,1,1.098134,0,0,12.355,0,0,0,60.913,0,13.817,12.915
0,2014,0,,541543.4034,583700.6927,26,243,780,502,342.766803,106.333459,0,0.869856,55.531,0,0,0,5.319,0,0.351,0,0,0
0,2012,0,,541569.8205,506112.3807,0,131,453,0,546.623153,948.201634,0,1.506176,27.34,0,19.999,0,19.752,0.769,0,0,0,0
0,2014,0,,541607.842,528423.9157,40,243,631,0,332.00287,3008.363846,0,1.119055,0,0,25.296,0,30.604,43.095,0,0,1.005,0
0,2012,0,,541655.9701,539219.2119,45,211,870,22,1187.101496,331.786368,1,1.040195,68.366,0,0,0.574,14.416,5.346,0,0,0,3.323
0,2010,0,,541704.4662,540887.783,45,211,926,165,664.674151,460.245501,0,1.069176,66.815,0,9.886,4.377,2.053,0,0,1.651,0,0
1,2015,7,bovine,541753,589778,26,321,936,0,1100.576364,1562.919402,4,0.588707,26.868,0,0,0,0,0,0.088,0,73.044,0
0,2012,0,,541769.2859,535989.3096,38,231,821,1,351.67564,1900.161294,0,1.717463,33.629,0,26.339,8.051,6.498,11.48,0,5.903,0,8.102
0,2014,0,,541852.8438,548731.7289,42,312,1322,0,0,5082.87086,0,0.732072,0,0,0,0,0,12.839,75.189,0,0,11.972
0,2014,0,,541870.3415,529543.9787,40,243,659,0,97.366736,3310.690863,0,1.119055,0,0,25.296,0,30.604,43.095,0,0,1.005,0
0,2010,0,,541884.1904,527212.5084,40,243,710,0,161.990304,3595.757092,1,1.032263,0,0,19.37,0,31.79,48.84,0,0,0,0
1,2009,7,bovine,541905,589841,26,321,961,0,943.015275,1576.65345,4,0.588707,26.868,0,0,0,0,0,0.088,0,73.044,0
0,2012,0,,541918.833,520973.9833,40,311,546,0,0,5827.716024,0,0.912133,0,0,0,0,18.617,69.021,0,0,6.906,5.456
0,2012,0,,541943.1301,540628.9296,45,211,922,165,1001.691347,126.769836,0,1.069176,66.815,0,9.886,4.377,2.053,0,0,1.651,0,0
0,2010,0,,541956.5953,590830.0513,26,321,903,0,946.196637,769.049155,4,0.588707,26.868,0,0,0,0,0,0.088,0,73.044,0
1,2015,8,bovine,541962,560640,48,321,1124,0,9.385484,3468.732379,1,1.05911,0,0,0,0,0,0,61.403,8.506,20.461,9.63
0,2010,0,,541995.5513,569550.3358,36,324,925,0,27.663887,1962.555242,1,1.098134,0,0,12.355,0,0,0,60.913,0,13.817,12.915
0,2014,0,,542001.3724,583038.9977,26,211,769,321,1033.120259,0,0,0.869856,55.531,0,0,0,5.319,0,0.351,0,0,0
0,2012,0,,542005.9263,593266.745,37,321,979,0,104.259299,1836.966242,0,0.699222,7.838,0,0,0,0,0,15.938,0,76.223,0
1,2014,6,bovine,542040,526445,40,231,763,0,39.202865,4088.006924,1,1.032263,0,0,19.37,0,31.79,48.84,0,0,0,0
0,2012,0,,542054.971,596530.9217,37,243,843,29,11.02165,952.395171,0,1.466387,0,0,0,0,16.761,0,43.186,4.368,15.432,18.659
0,2010,0,,542073.4847,608438.7206,32,243,884,141,42.673052,13.138867,0,1.220996,0,0,0.595,0,2.588,0,62.89,3.046,8.722,9.459
0,2014,0,,542096.5648,540819.9619,45,211,932,165,937.147487,216.85012,0,1.069176,66.815,0,9.886,4.377,2.053,0,0,1.651,0,0
1,2014,8,ovine,542106,585197,26,321,977,0,147.614195,1261.336695,1,1.602769,20.612,0,28.06,0,4.705,0,10.565,0,29.873,6.056
0,2014,0,,542259.8581,596696.3698,37,243,850,0,107.584523,1175.649045,0,1.466387,0,0,0,0,16.761,0,43.186,4.368,15.432,18.659
1,2014,6,bovine,542267,568694,36,321,975,0,70.050658,1221.044301,1,1.098134,0,0,12.355,0,0,0,60.913,0,13.817,12.915
0,2016,0,,542268.6033,490951.3499,0,211,474,0,643.054212,1560.76069,0,0.895045,68.119,0,18.516,0,0,11.593,0,0,0,0
1,2013,8,bovine,542329,569825,36,324,857,0,123.67711,1822.961103,1,1.304534,16.134,0,41.389,0,0,0,16.006,0,0,26.472
1,2015,8,bovine,542419,538858,45,243,870,0,373.726313,974.79029,1,1.040195,68.366,0,0,0.574,14.416,5.346,0,0,0,3.323
0,2008,0,,542434.61,510384.7063,38,211,504,2,1828.593511,570.950173,0,1.055641,65.593,0,11.13,8.552,0,0,0,0,0,13.496
0,2012,0,,542460.9328,517372.1138,40,311,583,0,0,2239.632417,0,0.650624,0,0,0,0.734,13.139,81.143,3.661,0,1.323,0
0,2016,0,,542562.0274,617763.9275,25,321,1229,0,125.138084,3283.320068,0,0.561678,0,0,0,0,0,0,75.06,0,24.94,0
0,2008,0,,542583.2392,532675.1652,38,311,800,2,0,2397.583172,0,0.962563,0,0,0,0,16.323,57.796,0,0,0,25.882
0,2014,0,,542631.4648,593641.9745,37,312,1072,0,0,2426.239609,0,0.699222,7.838,0,0,0,0,0,15.938,0,76.223,0
0,2014,0,,542684.6052,504658.2387,0,242,541,417,216.072993,461.359819,0,1.658016,22.839,0,36.929,10.516,1.673,15.709,0,0,0,0
1,2009,6,bovine,542757,591038,26,321,1045,0,272.279576,1352.111699,4,0.588707,26.868,0,0,0,0,0,0.088,0,73.044,0
1,2009,6,ovine,542757,591033,26,321,1045,0,271.797129,1353.519286,4,0.588707,26.868,0,0,0,0,0,0.088,0,73.044,0
0,2014,0,,542766.0837,488099.0983,35,231,484,43,2346.319707,499.792238,0,1.434645,19.77,0,42.666,10.542,0,0,0,0,0,0
1,2014,7,bovine,542775,595004,37,321,964,0,122.977762,2169.005229,1,0.850279,0,0,0,0,0,0,36.304,0,57.858,5.838
0,2008,0,,542790.5889,497755.2219,32,211,470,0,942.322561,1067.753479,0,1.067183,53.181,0,4.27,0,0,32.454,0,0,0,0
0,2014,0,,542873.3316,554283.3896,48,312,1246,0,0,6358.013654,0,0.039189,0,0,0,0,0,0,99.35,0.65,0,0
0,2010,0,,542932.418,613731.3186,32,312,1258,0,0,4496.969726,0,0.917256,0,0,0,0,0,0,69.502,8.926,5.089,16.483
0,2012,0,,542936.5887,529270.5496,40,231,762,0,44.539693,4325.419809,0,0.862046,0,0,3.076,4.814,0,67.641,0,0,24.469,0
0,2016,0,,542946.3636,569708.1468,36,324,814,0,673.778513,1510.017242,0,0.663536,77.402,0,18.232,0.31,0,0,0,0,0,0.17
0,2016,0,,542955.7044,583994.8772,26,321,829,0,1320.740266,582.558021,0,0.577969,3.431,0,0,0,8.728,0,3.144,0,84.698,0
1,2010,9,ovine,542980,573232,45,112,745,407,2429.230581,0,1,0.901253,62.964,0,23.686,0,0,0,0,0,0,0
0,2012,0,,543091.9801,587677.7042,26,312,974,0,0,1266.077649,1,1.102587,0,0,0,0,0.993,0,28.767,0,46.361,23.879
1,2012,4,alte,543106,534108,38,311,852,0,0,1839.655974,2,1.275578,0,0,0,0,18.932,34.96,0,36.49,0,9.617
1,2012,4,alte,543106,534108,38,311,852,0,0,1839.655974,2,1.275578,0,0,0,0,18.932,34.96,0,36.49,0,9.617
0,2012,0,,543111.4638,614860.8847,25,312,1116,0,0,4590.748231,0,0.917256,0,0,0,0,0,0,69.502,8.926,5.089,16.483
1,2014,8,bovine,543129,586687,26,324,1051,0,106.891975,1762.528863,1,1.102587,0,0,0,0,0.993,0,28.767,0,46.361,23.879
1,2015,8,bovine,543237,522182,40,243,829,0,143.465626,7111.074421,1,0.530356,0,0,0,0,7.192,84.84,0,0,7.968,0
0,2012,0,,543237.8961,609289.6172,32,313,1023,4,0,222.238026,0,1.104615,0,0,13.649,0,4.015,0,4.249,63.478,0,0
0,2012,0,,543415.3147,522028.9563,40,321,809,0,61.253395,6989.397084,1,0.530356,0,0,0,0,7.192,84.84,0,0,7.968,0
0,2014,0,,543470.1386,561261.7406,48,312,1151,0,0,5065.238788,0,0.623578,0,0,0,0,0,0,79.286,0,4.91,15.803
0,2010,0,,543475.5408,515028.011,40,211,570,0,435.764433,337.584059,1,1.170739,64.449,0,0.194,0,3.336,5.755,2.457,0,0,0
1,2015,8,bovine,543500,540411,45,211,950,0,131.093278,1014.422233,1,1.631751,10.049,0,38.471,0,7.177,4.65,3.331,25.592,0,10.73
0,2014,0,,543604.6371,507595.8019,32,211,462,0,1923.855396,943.915145,0,0.506705,83.156,0,0,0,15.623,0,0,0,0,0
0,2014,0,,543622.7225,531298.9841,40,311,791,2,0,2436.650176,0,0.178595,0,0,1.896,0.038,0,96.477,0,1.589,0,0
0,2014,0,,543653.3854,544933.7689,45,324,1280,0,123.757729,4580.889121,0,1.138907,0,0,6.501,0,0,0,39.852,10.169,0,43.478
0,2010,0,,543675.7236,487290.0389,35,211,479,325,2477.472251,213.015124,0,0.936551,73.297,0,4.447,0,0,0,0,0,0,0
0,2008,0,,543734.3774,599199.1642,37,313,1139,0,0,3435.407993,0,1.118815,0,0,0,0,0,0,7.251,35.309,8.599,48.842
1,2014,8,bovine,543762,542054,45,231,1102,0,167.389491,2118.477099,2,1.315912,0.053,0,38.807,0,0,0,12.052,24.559,0,24.529
0,2012,0,,543782.4143,588986.5927,26,321,1138,0,42.314753,2178.459263,0,0.826437,0,0,0,0,3.145,0,52.829,0,43.698,0.328
0,2010,0,,543811.6701,489951.8504,35,211,475,0,1190.823585,1359.410086,0,0.35099,89.074,0,0.107,0,0,0,0,0,0,0
0,2010,0,,543845.2251,546743.4174,45,312,1405,0,0,6166.388037,0,0.705084,0,0,0,0,0,0,50.978,0.184,0,48.838
0,2014,0,,543862.3704,528218.9402,40,311,921,0,0,5237.502606,0,0.862046,0,0,3.076,4.814,0,67.641,0,0,24.469,0
0,2010,0,,543876.1621,558530.362,36,312,1379,0,0,5561.733932,0,0,0,0,0,0,0,0,100,0,0,0
0,2012,0,,543892.8713,580379.2355,48,121,789,618,3088.599432,0,0,0.765055,72.318,0,0,0,0,0,0,0,0,0
0,2014,0,,543946.1656,617898.336,25,312,1149,0,0,4673.701842,0,0.243231,0,0,0,0,0,0,94.127,0,5.253,0.619
0,2010,0,,543995.4139,595420.1135,37,321,979,0,87.076736,1851.745528,0,0.679428,0,0,0,0,0,0,41.737,0,58.263,0
0,2012,0,,544081.2697,504209.3049,32,211,464,35,678.140712,484.905321,0,1.614479,43.977,0,7.163,3.529,15.395,4.306,0,0,0,0
0,2012,0,,544085.1195,600315.3111,27,324,1312,0,108.00116,4241.57747,0,0.927738,0,0,0,0,0,0,49.666,5.906,1.129,43.299
1,2013,8,bovine,544090,543661,45,324,1216,0,27.728973,3595.510865,2,1.315912,0.053,0,38.807,0,0,0,12.052,24.559,0,24.529
1,2016,9,bovine,544098,589912,26,312,1302,0,0,2932.321251,1,0.594505,0,0,0,0,0,0,71.835,0,28.165,0
0,2014,0,,544130.6704,516503.2097,40,311,586,0,0,1904.411035,1,1.082362,8.455,0,13.954,0,0,65.424,2.733,0,9.434,0
0,2012,0,,544169.4765,609678.6503,32,313,918,0,0,821.125747,0,1.104615,0,0,13.649,0,4.015,0,4.249,63.478,0,0
0,2010,0,,544200.9624,498248.7749,32,243,501,0,2220.210576,1135.480975,0,0.515756,84.553,0,0,0,11.72,0,0,0,0,0
0,2010,0,,544247.5854,596343.3177,37,312,910,0,0,1419.789605,0,1.349171,0,0,0,0,0,0,27.27,23.995,15.149,33.585
0,2014,0,,544283.2889,612254.0459,32,313,1047,0,0,2834.106933,0,0.640289,0,0,0,0,0,0,5.909,78.907,15.184,0
0,2012,0,,544293.7925,533854.4073,38,311,845,6,0,655.796289,2,1.275578,0,0,0,0,18.932,34.96,0,36.49,0,9.617
0,2008,0,,544301.9648,554611.2848,36,312,1293,0,0,7778.136662,0,0.039189,0,0,0,0,0,0,99.35,0.65,0,0
0,2014,0,,544321.2075,605854.722,32,312,1100,0,0,1483.363205,0,1.394675,0,0,3.792,0,8.261,0,53.888,17.033,0.622,11.286
0,2010,0,,544401.0306,576245.8024,45,112,776,13,3612.705296,0,0,0.4502,83.356,0,0,0,0,0,0,0,0,0
0,2014,0,,544402.1455,484035.4134,15,211,481,0,1219.754518,1029.421174,0,0.996453,65.246,0,8.327,0,0,0,0,0,0,0
1,2010,7,bovine,544405,516979,40,231,642,0,44.830152,2453.612689,1,1.082362,8.455,0,13.954,0,0,65.424,2.733,0,9.434,0
0,2012,0,,544412.6879,615568.6728,25,324,1252,0,88.84569,4418.240548,0,0.917256,0,0,0,0,0,0,69.502,8.926,5.089,16.483
0,2008,0,,544474.7379,564661.388,45,324,1057,0,48.057325,3421.8259,0,0.752881,0,0,0,0,0,0,72.82,0,8.372,18.809
0,2008,0,,544638.5532,610454.1626,32,313,949,0,0,1726.788108,0,0.709313,0,0,0.56,0,0,0,4.088,77.829,1.421,16.102
0,2010,0,,544639.6642,551561.7536,36,324,1629,0,82.172076,7344.971067,0,0.257425,0,0,0,0,0,0,92.853,0,0,7.147
0,2012,0,,544645.0084,495280.8549,35,211,511,0,1559.687981,1191.491786,0,0.000899,99.991,0,0,0,0,0,0,0,0,0
0,2014,0,,544663.746,540550.4269,45,313,1122,0,0,2180.516774,1,1.631751,10.049,0,38.471,0,7.177,4.65,3.331,25.592,0,10.73
0,2010,0,,544716.9063,578869.695,36,211,790,55,3270.426104,422.969274,0,0.622895,78.872,0,0,0,0.77,0,0,0,0,0
0,2010,0,,544725.9407,574293.3992,45,211,756,0,3934.214615,1075.253919,0,0.544396,76.572,0,0,0,0,0,0,0,0,0
0,2012,0,,544747.3609,504045.1132,32,211,463,1,1080.73395,173.805841,0,1.614479,43.977,0,7.163,3.529,15.395,4.306,0,0,0,0
0,2008,0,,544787.0337,565378.5429,45,312,1016,0,0,2802.143295,0,0.752881,0,0,0,0,0,0,72.82,0,8.372,18.809
0,2014,0,,544850.2911,499398.0498,32,243,490,0,1883.06569,1244.08485,0,0.515756,84.553,0,0,0,11.72,0,0,0,0,0
1,2008,8,ovine,544871,556633,36,321,1410,0,105.742004,7190.117552,1,0.417628,0,0,0,0,0,0,85.291,0,14.709,0
0,2010,0,,544881.3415,522269.388,40,321,848,0,34.296888,6214.353764,0,0.547536,0,0,0,0,0,76.305,0,0,23.695,0
0,2016,0,,544988.3205,518303.7912,40,321,574,0,56.155406,3353.45928,0,0.669963,0,0,0,0,0,36.324,0,0,63.455,0.221
0,2012,0,,545064.9336,621556.7753,0,312,1078,0,0,7008.269863,0,0.359028,0,0,0,0,0,0,91.175,0,3.897,4.928
1,2013,7,bovine,545069,540614,45,231,1171,0,139.622227,2590.545563,1,1.557049,0,0,16.894,0,0,13.568,26.066,13.977,0,29.495
0,2012,0,,545093.3222,562002.4626,48,324,1257,0,2.365746,6149.357629,0,1.13645,0,0,0,0,0,0,49.994,8.868,8.502,32.636
0,2010,0,,545399.3803,503984.7721,32,211,487,0,1451.959641,405.220454,0,0.773388,74.943,0,14.129,1.247,0,0,0,0,0,0
0,2012,0,,545408.0101,487119.591,15,231,565,0,1304.931555,1040.321697,0,0.783967,30.775,0,65.492,0,0,0.967,0,0,0,0
0,2008,0,,545449.2709,499359.097,32,211,537,0,1334.666152,1271.823121,0,0.47167,85.258,0,13.006,0,1.736,0,0,0,0,0
0,2008,0,,545450.0053,540428.7051,45,324,1223,0,512.277706,2942.265992,1,1.557049,0,0,16.894,0,0,13.568,26.066,13.977,0,29.495
0,2012,0,,545556.8692,517368.5351,40,311,569,0,0,2291.010397,1,1.10628,56.226,0,4.874,0,2.317,29.473,0,0,7.11,0
0,2012,0,,545682.7726,593587.0375,26,324,1305,0,186.458577,2602.655825,0,0.806466,0,0,0,0,0,0,69.094,0,9.193,21.712
0,2008,0,,545688.3053,610409.5317,32,313,910,0,0,1925.351134,0,0.566402,0,0,3.493,0,5.137,0,4.166,86.416,0,0.788
0,2010,0,,545737.0108,621671.9736,0,312,1122,0,0,7634.121976,0,0.359028,0,0,0,0,0,0,91.175,0,3.897,4.928
0,2014,0,,545768.7808,523615.3739,40,311,787,0,0,6887.461662,0,0.547536,0,0,0,0,0,76.305,0,0,23.695,0
0,2011,0,,545795.9363,493795.6144,35,211,539,0,842.695009,500.008039,0,0.883134,65.369,0,19.195,0,0,15.436,0,0,0,0
0,2010,0,,545896.4619,605727.6575,32,321,1057,0,182.394244,2803.962639,0,0.587473,0,0,0.098,0,0,0,74.244,0,25.482,0.177
0,2010,0,,545905.4908,566975.2408,45,312,976,0,0,2277.815081,0,0.98889,0,0,3.474,0,7.917,0,59.087,0.003,0,29.518
1,2016,9,bovine,545923,596975,27,324,1103,0,489.006337,552.999901,1,0.991243,0,0,0,0,0,0,16.218,0,53.528,30.253
0,2008,0,,545936.2372,534385.3559,38,313,864,0,0,1195.042348,0,0.783101,0,0,0,0,9.206,0.896,16.297,73.601,0,0
0,2010,0,,545963.9345,604860.0171,32,312,1023,0,0,3370.174835,0,0.57445,0,0,0,0,0,0,81.684,0,14.143,4.173
0,2010,0,,545972.0967,570707.3447,45,231,756,6,2274.049338,502.573846,0,1.166807,47.82,0,35.849,8.459,6.445,0,0,0,0,1.427
0,2010,0,,546014.149,612925.5473,32,324,1059,0,3.804234,1391.131632,0,1.333816,0,0,3.872,0,0,0,23.514,46.023,7.498,19.094
0,2012,0,,546122.2739,562951.003,45,312,1294,0,0,5551.051073,0,1.13645,0,0,0,0,0,0,49.994,8.868,8.502,32.636
0,2010,0,,546155.1658,503186.7966,32,211,519,0,408.98305,1499.939764,0,1.161885,63.601,0,10.684,0,13.479,6.126,0,0,0,0.769
0,2012,0,,546183.2121,525627.9155,40,311,906,0,0,7811.221993,0,0.482469,0,0,0,0,0,81.257,0,0,18.743,0
1,2009,7,bovine,546269,583285,26,321,956,0,256.432007,977.885013,1,1.126959,22.152,0,0,6.975,0,0,3.616,0,61.396,0
1,2012,9,bovine,546342,538340,45,324,948,0,57.029057,4192.451512,1,0.91925,0,0,2.521,0,0,57.981,0,4.67,0,34.828
0,2014,0,,546356.4958,610401.2857,32,313,822,1,0,1372.023739,0,0.566402,0,0,3.493,0,5.137,0,4.166,86.416,0,0.788
0,2014,0,,546408.0691,534246.665,38,313,890,0,0,1491.676068,0,0.783101,0,0,0,0,9.206,0.896,16.297,73.601,0,0
0,2012,0,,546408.984,561572.2826,22,312,1258,0,0,6934.727745,0,0.774198,0,0,0,0,0,0,71.764,1.533,22.305,4.398
1,2012,8,bovine,546419,586099,26,321,1209,0,471.418743,2859.795494,1,0.972201,0,0,0,0,0.318,0,43.635,0,45.736,10.312
0,2012,0,,546464.8919,554996.1805,36,312,1366,0,0,9384.872921,0,0.026538,0,0,0,0,0,0,99.592,0.408,0,0
0,2008,0,,546479.4898,500803.9015,32,211,500,0,289.370095,891.856776,0,0.966204,70.744,0,10.719,0,9.876,1.603,0,0,0,0
0,2010,0,,546518.4414,525917.2611,40,311,893,0,0,7587.639257,0,0.527014,0,0,0,0,0,77.992,0,0,22.008,0
0,2012,0,,546568.9544,540869.34,45,312,1325,0,0,2461.983128,1,1.557049,0,0,16.894,0,0,13.568,26.066,13.977,0,29.495
1,2009,9,ovine,546655,550904,36,321,1459,0,123.861086,7724.726199,1,1.043994,0,0,0,0,0,0,49.094,0,27.617,23.289
0,2014,0,,546689.8024,589113.1862,26,312,1440,0,0,4965.795763,0,0.703841,0,0,0,0,0,0,74.717,0,5.99,19.293
0,2012,0,,546698.9869,593770.4181,27,312,1272,0,0,2625.016119,0,1.075834,0,0,0,0,0,0,26.943,0,43.464,29.592
0,2014,0,,546705.5027,546930.6404,45,312,1459,0,0,4156.072869,0,0.691486,0,0,0,0,0,0,52.881,0,0,47.119
