"","Damage","Year","Month","Targetspp","POINT_X","POINT_Y","PTX","PTY","Bear_abund","Landcover_code","Altitude","Human_population","Dist_to_forest","Dist_to_town","Livestock_killed","Numberdamageperplot","ShannonDivIndex","prop_arable","prop_orchards","prop_pasture","prop_ag_mosaic","prop_seminatural","prop_deciduous","prop_coniferous","prop_mixedforest","prop_grassland","prop_for_regen","Landcover_2","Prop_natural","Prop_ag","Prop_gras","Hunting","Prop_open","Prop_forest"
"1",1,"2012","10","bovine",503840,559354,503870,559440,34,"243",866,0,319.003136,1399.805363,1,1,1.278164,0,0,35.801,8.805,42.234,10.549,0,0,0,0,"240",42.234,8.805,35.801,1,35.801,10.549
"2",1,"2014","9","bovine",513946,564975,513946,565000,42,"243",748,0,122.284317,2662.933571,1,1,0.762419,0,0,2.688,0,35.539,61.774,0,0,0,0,"240",35.539,0,2.688,1,2.688,61.774
"3",1,"2012","10","bovine",514079,556360,514099,556427,34,"321",799,30,135.372455,1034.247232,1,1,1.382448,5.578,0,1.143,15.031,29.194,5.721,0,0,43.333,0,"231",29.194,20.609,44.476,1,44.476,5.721
"4",1,"2009","6","bovine",514792,546860,514859,546908,43,"211",807,98,589.569354,436.475433,1,1,1.448577,23.779,0,8.644,0,23.774,36.813,0,0,0,0,"210",23.774,23.779,8.644,1,8.644,36.813
"5",1,"2012","9","bovine",516028,558289,516092,558339,34,"231",969,14,105.743995,733.354632,1,1,1.428759,29.153,0,10.786,9.673,4.104,43.111,0,0,3.173,0,"231",4.104,38.826,13.959,1,13.959,43.111
"6",1,"2014","6","bovine",516803,537638,516839,537684,32,"231",596,0,91.12162,1747.831992,1,1,1.499146,12.46,0,23.293,0,11.516,44.072,0,0,0,1.87,"231",13.386,12.46,23.293,1,23.293,44.072
"7",1,"2012","8","bovine",516820,552569,516894,552588,34,"231",884,0,7.386115,1372.635459,2,51,1.346276,2.775,0,12.457,0,40.249,32.388,0,0,0,0,"231",40.249,2.775,12.457,1,12.457,32.388
"8",1,"2014","9","bovine",517207,565952,517211,566033,42,"321",1025,0,442.777146,2183.799701,2,2,0.910646,0,0,0,0,0,50.812,0,2.788,43.423,2.976,"231",2.976,0,43.423,1,43.423,53.6
"9",1,"2012","9","bovine",517840,558701,517856,558742,34,"321",950,0,45.791491,758.71702,1,1,1.415842,0,0,0,25.413,3.212,12.761,14.916,1.035,42.662,0,"231",3.212,25.413,42.662,1,42.662,28.712
"10",1,"2009","6","bovine",518797,553526,518892,553545,34,"242",943,45,487.262404,315.020966,1,1,1.06794,0,0,41.828,22.507,0,35.665,0,0,0,0,"240",0,22.507,41.828,1,41.828,35.665
"11",1,"2012","6","bovine",519504,553202,519562,553216,42,"242",943,26,801.49031,331.963633,1,1,1.526226,0,0,7.532,40.158,0,3.13,0.094,16.258,24.202,8.626,"240",8.626,40.158,31.734,1,31.734,19.482
"12",1,"2011","6","bovine",520209,548278,520275,548300,31,"231",922,0,363.408069,3133.331157,1,1,0.877413,0,0,64.342,3.347,0,28.612,0,3.699,0,0,"231",0,3.347,64.342,1,64.342,32.311
"13",1,"2012","7","bovine",520266,542415,520267,542422,31,"231",663,0,149.387592,1236.724602,3,3,1.065992,53.155,0,32.06,0,3.661,11.123,0,0,0,0,"231",3.661,53.155,32.06,1,32.06,11.123
"14",1,"2012","8","bovine",520270,542435,520322,542505,31,"231",676,0,149.710411,1257.024882,3,3,1.065992,53.155,0,32.06,0,3.661,11.123,0,0,0,0,"231",3.661,53.155,32.06,1,32.06,11.123
"15",1,"2012","9","bovine",520292,546374,520386,546451,31,"321",732,0,41.133608,3300.604297,1,1,1.057112,0,0,23.826,0,0,59.088,0,0,12.164,0,"231",0,0,35.99,1,35.99,59.088
"16",1,"2013","9","bovine",520430,541786,520458,541799,31,"211",619,0,294.559792,762.558549,3,3,1.065992,53.155,0,32.06,0,3.661,11.123,0,0,0,0,"210",3.661,53.155,32.06,1,32.06,11.123
"17",1,"2012","8","bovine",520544,544805,520571,544892,31,"321",946,0,142.883515,2156.447934,1,1,1.319175,9.55,0,6.485,0,15.946,52.721,0,0,15.298,0,"231",15.946,9.55,21.783,1,21.783,52.721
"18",1,"2014","6","bovine",522851,591328,522859,591354,37,"321",1338,0,63.778174,5363.120987,2,2,1.260077,0,0,0,0,0,0,17.02,40.112,33.174,9.694,"231",9.694,0,33.174,1,33.174,57.132
"19",1,"2014","6","bovine",522851,591328,522880,591390,37,"321",1338,0,63.778174,5363.120987,2,2,1.260077,0,0,0,0,0,0,17.02,40.112,33.174,9.694,"231",9.694,0,33.174,1,33.174,57.132
"20",1,"2012","8","bovine",522877,548764,522913,548858,31,"321",946,0,29.447141,2944.311761,1,2,0.873594,0,0,0,6.266,0,6.84,0,2.093,75.379,9.421,"231",9.421,6.266,75.379,1,75.379,8.933
"21",1,"2016","8","bovine",523247,614901,523342,614971,28,"321",1223,0,56.786116,8781.98039,1,1,0.537356,0,0,0,0,0,0,77.158,0,22.842,0,"231",0,0,22.842,0,22.842,77.158
"22",1,"2012","7","bovine",523282,546649,523284,546744,31,"321",953,0,114.106649,1161.465051,1,1,1.324197,0,0,4.455,0,12.44,41.436,0,0,35.271,5.888,"231",18.328,0,39.726,1,39.726,41.436
"23",1,"2012","8","bovine",523728,541827,523791,541891,31,"211",634,9,332.833117,734.192273,2,2,0.991389,71.349,0,1.061,0,13.211,3.708,0,0,0,0,"210",13.211,71.349,1.061,1,1.061,3.708
"24",1,"2012","8","bovine",524200,542672,524258,542751,31,"243",638,0,1022.55685,725.47264,2,2,0.991389,71.349,0,1.061,0,13.211,3.708,0,0,0,0,"240",13.211,71.349,1.061,1,1.061,3.708
"25",1,"2014","5","bovine",524362,588496,524446,588533,37,"321",1160,0,13.726287,5935.932168,1,0,0.66817,0,0,0,0,0,0,81.479,4.961,9.663,3.897,"231",3.897,0,9.663,1,9.663,86.44
"26",1,"2016","6","bovine",524433,562817,524435,562856,58,"321",977,0,278.760418,2885.162857,1,1,1.256074,0,0,0,0,0,39.798,25.441,6.945,27.816,0,"231",0,0,27.816,0,27.816,72.184
"27",1,"2014","7","bovine",524499,591257,524508,591311,37,"324",1213,0,143.523887,3916.708945,1,1,0.809589,0,0,0,0,0,0,57.246,0,3.746,39.007,"324",39.007,0,3.746,1,3.746,57.246
"28",1,"2016","8","bovine",524693,558594,524713,558598,58,"242",850,75,84.63625,777.482954,1,1,1.006725,0,0,0,4.957,0,5.008,51.954,38.081,0,0,"240",0,4.957,0,0,0,95.043
"29",1,"2016","7","bovine",525490,540023,525513,540039,42,"222",644,0,333.286614,575.967761,2,2,1.249252,59.158,0,15.649,0.942,4.559,0,0,0.14,0,0,"210",4.559,60.1,15.649,0,15.649,0.14
"30",1,"2014","6","bovine",525590,546024,525605,546101,31,"311",936,0,0,1394.148669,1,1,1.018434,0,0,6.362,0,0,52.207,0,0,37.099,4.332,"310",4.332,0,43.461,1,43.461,52.207
"31",1,"2013","9","bovine",525873,579268,525877,579366,48,"321",1028,0,65.409387,4780.093687,1,1,0.881018,0,0,0,0,0,0,65.68,0,17.226,17.093,"231",17.093,0,17.226,1,17.226,65.68
"32",1,"2012","8","bovine",526015,574275,526035,574365,36,"243",972,0,23.515639,2343.039657,1,1,0.774724,0,0,0,0,7.869,0,73.831,17.262,0,1.039,"240",8.908,0,0,1,0,91.093
"33",1,"2013","5","bovine",526853,587110,526904,587140,48,"324",1185,0,61.011893,4189.090144,1,1,0.979662,0,0,0,0,0,0,35.084,0,13.486,51.429,"324",51.429,0,13.486,1,13.486,35.084
"34",1,"2014","7","bovine",526892,586566,526947,586631,48,"324",1185,0,221.202484,4473.560193,1,1,1.213092,0,0,23.119,0,0,0,44.161,0,5.491,27.229,"324",27.229,0,28.61,1,28.61,44.161
"35",1,"2014","7","bovine",527030,550545,527117,550584,42,"321",876,0,98.631412,3018.959037,1,1,1.26229,0,0,0,0,0,13.345,42.337,0,31.226,13.092,"231",13.092,0,31.226,1,31.226,55.682
"36",1,"2014","6","bovine",527478,583741,527507,583774,48,"321",1088,0,83.012989,6324.231609,1,1,0.843365,0,0,0.638,0,0,0,46.64,0,3.099,49.622,"231",49.622,0,3.737,1,3.737,46.64
"37",1,"2013","5","bovine",528151,562053,528186,562136,58,"312",1032,0,0,1073.619834,2,2,1.300445,0,0,0,2.567,0,7.789,14.628,31.649,43.367,0,"310",0,2.567,43.367,1,43.367,54.066
"38",1,"2015","7","bovine",528242,581058,528334,581145,48,"321",817,0,265.951761,4014.183721,1,1,1.287405,15.586,0,0.05,0,0,0,33.295,4.996,42.686,3.387,"231",3.387,15.586,42.736,1,42.736,38.291
"39",1,"2012","6","bovine",528335,562533,528350,562616,58,"321",1068,0,231.979421,1503.08156,2,2,1.300445,0,0,0,2.567,0,7.789,14.628,31.649,43.367,0,"231",0,2.567,43.367,1,43.367,54.066
"40",1,"2013","5","bovine",528669,578229,528767,578257,48,"324",802,0,48.921552,2788.988804,1,1,1.340485,0,0,5.159,0,0,0,40.848,4,25.272,24.722,"324",24.722,0,30.431,1,30.431,44.848
"41",1,"2013","5","bovine",529175,582095,529243,582162,48,"321",809,0,71.733761,4137.439359,2,2,1.523439,33.204,0,9.009,0,0,0,18.8,0,14.854,24.134,"231",24.134,33.204,23.863,1,23.863,18.8
"42",1,"2013","5","bovine",529277,582185,529289,582237,48,"312",814,0,0,4159.048885,2,2,1.523439,33.204,0,9.009,0,0,0,18.8,0,14.854,24.134,"310",24.134,33.204,23.863,1,23.863,18.8
"43",1,"2012","6","bovine",529292,579258,529375,579305,48,"231",795,0,225.621667,2237.177474,2,2,0.698916,5.393,0,74.531,0,0,0,0,20.075,0,0,"231",0,5.393,74.531,1,74.531,20.075
"44",1,"2011","9","bovine",529900,558114,529980,558181,58,"243",987,7,174.725028,1833.922065,1,1,1.216537,0,0,0,0,6.663,21.536,2.997,13.669,55.136,0,"240",6.663,0,55.136,1,55.136,38.202
"45",1,"2014","8","bovine",530218,571292,530308,571338,36,"321",1007,0,230.172169,3863.05377,1,1,1.027847,0,0,0,0,0,0,53.007,0.289,20.003,26.701,"231",26.701,0,20.003,1,20.003,53.296
"46",1,"2015","8","bovine",530767,544719,530822,544744,42,"312",839,0,0,599.471092,1,1,1.617535,18.709,0,1.944,11.809,40.557,0,2.701,0,0,11.388,"310",51.945,30.518,1.944,1,1.944,2.701
"47",1,"2013","4","bovine",530918,543898,530924,543975,42,"231",804,0,460.716117,0,4,5,1.594313,0,0,36.036,0,0.48,4.754,19.144,22.65,11.966,4.97,"231",5.45,0,48.002,1,48.002,46.548
"48",1,"2016","3","bovine",530943,546692,530978,546698,42,"243",674,19,80.758342,0,1,1,1.515279,0,0,2.758,0.044,2.487,34.894,31.221,0.91,14.105,13.581,"240",16.068,0.044,16.863,0,16.863,67.025
"49",1,"2015","6","bovine",531064,604049,531149,604093,32,"321",811,0,116.562244,1756.029508,1,1,0.653218,0,0,0,0,0,0,0,64.035,35.965,0,"231",0,0,35.965,1,35.965,64.035
"50",1,"2013","9","bovine",531206,544527,531228,544589,42,"231",827,3,155.085318,491.818092,4,5,1.594313,0,0,36.036,0,0.48,4.754,19.144,22.65,11.966,4.97,"231",5.45,0,48.002,1,48.002,46.548
"51",1,"2014","9","bovine",531238,544503,531319,544516,42,"231",827,3,156.077566,491.737476,4,5,1.594313,0,0,36.036,0,0.48,4.754,19.144,22.65,11.966,4.97,"231",5.45,0,48.002,1,48.002,46.548
"52",1,"2016","9","bovine",531338,545084,531424,545091,42,"231",844,3,96.08593,1041.050718,4,5,1.594313,0,0,36.036,0,0.48,4.754,19.144,22.65,11.966,4.97,"231",5.45,0,48.002,0,48.002,46.548
"53",1,"2014","7","bovine",531595,522316,531624,522384,27,"313",528,0,0,1632.893982,1,1,0.763511,11.189,0,75.7,0,0,0,0.664,12.122,0,0.325,"310",0.325,11.189,75.7,1,75.7,12.786
"54",1,"2015","5","bovine",531661,524255,531676,524325,27,"231",618,0,126.742276,1164.506157,2,2,1.193389,5.812,0,47.666,0,0,33.444,0,0.844,0,12.009,"231",12.009,5.812,47.666,1,47.666,34.288
"55",1,"2012","11","bovine",532160,540225,532222,540263,42,"231",856,0,27.449485,1660.976567,1,1,0.72164,0.68,0,29.907,0,0,67.889,1.525,0,0,0,"231",0,0.68,29.907,1,29.907,69.414
"56",1,"2016","8","bovine",532684,524656,532691,524687,27,"211",630,0,85.774689,1987.641136,2,2,1.193389,5.812,0,47.666,0,0,33.444,0,0.844,0,12.009,"210",12.009,5.812,47.666,0,47.666,34.288
"57",1,"2008","8","bovine",533138,515800,533165,515873,38,"211",558,10,649.250401,613.099205,2,2,1.081821,55.333,0,20.659,0,0,21.229,0,0,0,0,"210",0,55.333,20.659,1,20.659,21.229
"58",1,"2008","9","bovine",533138,515498,533218,515535,38,"231",608,0,361.758099,842.893175,1,1,0.934881,9.11,0,44.482,0,0,46.407,0,0,0,0,"231",0,9.11,44.482,1,44.482,46.407
"59",1,"2012","5","bovine",533737,525644,533760,525733,38,"211",705,0,254.727692,1104.525305,1,1,0.403048,91.009,0,3.422,0,0,2.689,0,2.834,0,0,"210",0,91.009,3.422,1,3.422,5.523
"60",1,"2013","5","bovine",534129,545801,534191,545897,42,"321",813,0,13.615262,2277.854065,1,1,0.440266,0,0,0,0,0,1.533,6.224,0,89.342,2.902,"231",2.902,0,89.342,1,89.342,7.757
"61",1,"2012","5","bovine",534326,525860,534424,525873,38,"211",652,0,165.560312,594.311331,1,1,1.325029,55.3,0,9.689,0,15.348,9.593,9.284,0,0,0,"210",15.348,55.3,9.689,1,9.689,18.877
"62",1,"2009","9","bovine",534497,517609,534541,517638,38,"211",659,0,123.046836,1285.110768,2,2,1.081821,55.333,0,20.659,0,0,21.229,0,0,0,0,"210",0,55.333,20.659,1,20.659,21.229
"63",1,"2014","6","bovine",534525,521253,534610,521333,38,"231",590,0,31.440069,672.261425,2,4,1.494526,42.47,0,17.822,15.146,0,4.307,2.656,0,0,0,"231",0,57.616,17.822,1,17.822,6.963
"64",1,"2012","9","bovine",534575,541759,534620,541830,42,"312",704,0,0,2566.203404,1,1,0.723048,0,0,0,0,0,0.218,74.721,0,6.665,18.396,"310",18.396,0,6.665,1,6.665,74.939
"65",1,"2012","4","bovine",534961,526710,535054,526763,38,"211",596,66,195.665805,165.301613,3,7,1.0488,61.714,0,0,0,3.488,0.134,6.694,0.227,2.103,0,"210",3.488,61.714,2.103,1,2.103,7.055
"66",1,"2014","6","bovine",534970,619965,534979,620053,32,"312",1010,0,0,946.81508,1,2,0.841915,0,0,23.89,5.579,0.11,0,68.609,0,0.003,0,"310",0.11,5.579,23.893,1,23.893,68.609
"67",1,"2013","9","bovine",535698,550131,535789,550181,42,"313",761,40,0,129.066937,3,27,1.264177,0,0,13.986,38.156,0,2.082,0,39.492,0,6.285,"310",6.285,38.156,13.986,1,13.986,41.574
"68",1,"2013","6","bovine",536178,544188,536237,544223,42,"321",826,0,241.768712,3528.024761,1,1,0.970767,0,0,0,0,0,0,22.118,0,58.005,19.877,"231",19.877,0,58.005,1,58.005,22.118
"69",1,"2014","6","bovine",536201,522600,536206,522698,38,"311",817,0,0,2702.986229,1,1,0.573823,1.198,0,20.832,0,0,77.97,0,0,0,0,"310",0,1.198,20.832,1,20.832,77.97
"70",1,"2013","7","bovine",536417,547750,536421,547839,42,"324",853,0,115.074451,0,1,1,1.25794,0,0,17.623,14.418,0,57.334,0,3.042,3.331,4.253,"324",4.253,14.418,20.954,1,20.954,60.376
"71",1,"2013","9","bovine",536594,524174,536666,524175,38,"231",809,0,129.768511,1414.812423,3,10,1.61917,40.569,0,23.049,0,8.84,8.941,0,0,1.83,0,"231",8.84,40.569,24.879,1,24.879,8.941
"72",1,"2013","6","bovine",536750,550739,536833,550813,48,"231",792,0,35.844156,0,3,27,1.264177,0,0,13.986,38.156,0,2.082,0,39.492,0,6.285,"231",6.285,38.156,13.986,1,13.986,41.574
"73",1,"2013","5","bovine",537280,523076,537300,523122,38,"311",892,0,0,2703.327466,4,7,0.642894,0,0,0,0,0,65.717,0,0,34.283,0,"310",0,0,34.283,1,34.283,65.717
"74",1,"2014","5","bovine",537307,532298,537308,532384,38,"243",751,0,1303.355832,1027.162986,2,2,0.887929,58.615,0,0,0.262,35.1,0.207,0,0,0.361,0,"240",35.1,58.877,0.361,1,0.361,0.207
"75",1,"2015","8","bovine",537314,532385,537314,532474,38,"243",772,0,1288.806464,1052.238442,2,2,0.887929,58.615,0,0,0.262,35.1,0.207,0,0,0.361,0,"240",35.1,58.877,0.361,1,0.361,0.207
"76",1,"2013","10","bovine",537528,530181,537559,530181,38,"242",650,2146,510.991694,175.234653,1,1,1.622178,32.441,0,0,22.088,6.933,10.8,0,0,5.806,0,"240",6.933,54.529,5.806,1,5.806,10.8
"77",1,"2012","8","bovine",537746,523349,537786,523445,38,"321",930,0,88.931466,2808.6279,4,7,0.642894,0,0,0,0,0,65.717,0,0,34.283,0,"231",0,0,34.283,1,34.283,65.717
"78",1,"2012","8","bovine",537746,523349,537794,523449,38,"321",930,0,88.931466,2808.6279,4,7,0.642894,0,0,0,0,0,65.717,0,0,34.283,0,"231",0,0,34.283,1,34.283,65.717
"79",1,"2012","9","bovine",537890,545361,537986,545435,45,"324",906,0,137.317228,2752.44215,1,1,1.061694,0,0,0,0,0,0,22.841,0,44.923,32.235,"324",32.235,0,44.923,1,44.923,22.841
"80",1,"2012","6","bovine",538208,519238,538232,519282,38,"321",794,0,32.274316,4139.423428,2,3,0.724243,0,0,2.26,0,0,65.987,0,0,31.753,0,"231",0,0,34.013,1,34.013,65.987
"81",1,"2013","6","bovine",538253,546504,538274,546539,42,"321",937,0,241.793132,2150.109873,1,1,0.903793,0,0,0,0,0,0,11.548,0,27.218,61.234,"231",61.234,0,27.218,1,27.218,11.548
"82",1,"2012","9","bovine",538348,519182,538359,519275,38,"321",801,0,93.40615,4289.837489,2,3,0.724243,0,0,2.26,0,0,65.987,0,0,31.753,0,"231",0,0,34.013,1,34.013,65.987
"83",1,"2014","7","bovine",538591,527376,538662,527390,38,"311",801,0,0,1224.843069,1,1,0.846793,22.617,0,0,0,0,10.769,0,0,66.615,0,"310",0,22.617,66.615,1,66.615,10.769
"84",1,"2009","5","bovine",539314,531042,539364,531078,38,"311",785,0,0,1135.140396,2,9,0.56956,3.643,0,0,0,0.349,13.508,0,0,82.499,0,"310",0.349,3.643,82.499,1,82.499,13.508
"85",1,"2009","6","bovine",539462,532481,539517,532509,38,"311",806,110,0,494.228084,2,2,1.202203,9.154,0,0,0,10.187,40.42,0,0,39.929,0,"310",10.187,9.154,39.929,1,39.929,40.42
"86",1,"2009","6","bovine",539462,532489,539536,532545,38,"311",806,110,0,494.473501,2,2,1.202203,9.154,0,0,0,10.187,40.42,0,0,39.929,0,"310",10.187,9.154,39.929,1,39.929,40.42
"87",1,"2012","9","bovine",540084,533783,540085,533868,38,"321",848,3,70.019662,911.139676,1,1,1.895081,0.703,0,9.07,0,4.789,20.987,15.046,12.694,18.398,18.313,"231",23.102,0.703,27.468,1,27.468,48.727
"88",1,"2013","11","bovine",540394,548080,540443,548124,42,"321",1135,0,194.51658,3914.028155,1,1,1.243817,0,0,0,0,0,21.754,48.383,0,18.194,11.669,"231",11.669,0,18.194,1,18.194,70.137
"89",1,"2011","8","bovine",540480,508502,540503,508599,38,"231",597,0,267.727807,1508.294833,4,4,0.978597,4.286,0,53.025,0,4.502,38.187,0,0,0,0,"231",4.502,4.286,53.025,1,53.025,38.187
"90",1,"2012","5","bovine",540804,508293,540832,508372,38,"231",591,0,197.747525,1294.403104,4,4,0.978597,4.286,0,53.025,0,4.502,38.187,0,0,0,0,"231",4.502,4.286,53.025,1,53.025,38.187
"91",1,"2012","8","bovine",540820,526722,540889,526741,40,"231",623,0,13.774488,2934.371629,1,1,1.176526,0,0,8.326,0,10.906,44.621,0,0,36.147,0,"231",10.906,0,44.473,1,44.473,44.621
"92",1,"2015","7","bovine",541753,589778,541833,589820,26,"321",936,0,1100.576364,1562.919402,4,12,0.588707,26.868,0,0,0,0,0,0.088,0,73.044,0,"231",0,26.868,73.044,1,73.044,0.088
"93",1,"2009","7","bovine",541905,589841,541910,589937,26,"321",961,0,943.015275,1576.65345,4,12,0.588707,26.868,0,0,0,0,0,0.088,0,73.044,0,"231",0,26.868,73.044,1,73.044,0.088
"94",1,"2015","8","bovine",541962,560640,541993,560671,48,"321",1124,0,9.385484,3468.732379,1,1,1.05911,0,0,0,0,0,0,61.403,8.506,20.461,9.63,"231",9.63,0,20.461,1,20.461,69.909
"95",1,"2014","6","bovine",542040,526445,542043,526474,40,"231",763,0,39.202865,4088.006924,1,2,1.032263,0,0,19.37,0,31.79,48.84,0,0,0,0,"231",31.79,0,19.37,1,19.37,48.84
"96",1,"2014","6","bovine",542267,568694,542336,568766,36,"321",975,0,70.050658,1221.044301,1,1,1.098134,0,0,12.355,0,0,0,60.913,0,13.817,12.915,"231",12.915,0,26.172,1,26.172,60.913
"97",1,"2013","8","bovine",542329,569825,542418,569896,36,"324",857,0,123.67711,1822.961103,1,1,1.304534,16.134,0,41.389,0,0,0,16.006,0,0,26.472,"324",26.472,16.134,41.389,1,41.389,16.006
"98",1,"2015","8","bovine",542419,538858,542429,538880,45,"243",870,0,373.726313,974.79029,1,1,1.040195,68.366,0,0,0.574,14.416,5.346,0,0,0,3.323,"240",17.739,68.94,0,1,0,5.346
"99",1,"2009","6","bovine",542757,591038,542831,591113,26,"321",1045,0,272.279576,1352.111699,4,12,0.588707,26.868,0,0,0,0,0,0.088,0,73.044,0,"231",0,26.868,73.044,1,73.044,0.088
"100",1,"2014","7","bovine",542775,595004,542827,595075,37,"321",964,0,122.977762,2169.005229,1,1,0.850279,0,0,0,0,0,0,36.304,0,57.858,5.838,"231",5.838,0,57.858,1,57.858,36.304
"101",1,"2014","8","bovine",543129,586687,543136,586698,26,"324",1051,0,106.891975,1762.528863,1,1,1.102587,0,0,0,0,0.993,0,28.767,0,46.361,23.879,"324",24.872,0,46.361,1,46.361,28.767
"102",1,"2015","8","bovine",543237,522182,543288,522245,40,"243",829,0,143.465626,7111.074421,1,1,0.530356,0,0,0,0,7.192,84.84,0,0,7.968,0,"240",7.192,0,7.968,1,7.968,84.84
"103",1,"2015","8","bovine",543500,540411,543559,540494,45,"211",950,0,131.093278,1014.422233,1,1,1.631751,10.049,0,38.471,0,7.177,4.65,3.331,25.592,0,10.73,"210",17.907,10.049,38.471,1,38.471,33.573
"104",1,"2014","8","bovine",543762,542054,543792,542109,45,"231",1102,0,167.389491,2118.477099,2,2,1.315912,0.053,0,38.807,0,0,0,12.052,24.559,0,24.529,"231",24.529,0.053,38.807,1,38.807,36.611
"105",1,"2013","8","bovine",544090,543661,544163,543731,45,"324",1216,0,27.728973,3595.510865,2,2,1.315912,0.053,0,38.807,0,0,0,12.052,24.559,0,24.529,"324",24.529,0.053,38.807,1,38.807,36.611
"106",1,"2016","9","bovine",544098,589912,544162,589995,26,"312",1302,0,0,2932.321251,1,1,0.594505,0,0,0,0,0,0,71.835,0,28.165,0,"310",0,0,28.165,0,28.165,71.835
"107",1,"2010","7","bovine",544405,516979,544429,517023,40,"231",642,0,44.830152,2453.612689,1,1,1.082362,8.455,0,13.954,0,0,65.424,2.733,0,9.434,0,"231",0,8.455,23.388,1,23.388,68.157
"108",1,"2013","7","bovine",545069,540614,545085,540696,45,"231",1171,0,139.622227,2590.545563,1,1,1.557049,0,0,16.894,0,0,13.568,26.066,13.977,0,29.495,"231",29.495,0,16.894,1,16.894,53.611
"109",1,"2016","9","bovine",545923,596975,545928,597011,27,"324",1103,0,489.006337,552.999901,1,1,0.991243,0,0,0,0,0,0,16.218,0,53.528,30.253,"324",30.253,0,53.528,0,53.528,16.218
"110",1,"2009","7","bovine",546269,583285,546338,583318,26,"321",956,0,256.432007,977.885013,1,1,1.126959,22.152,0,0,6.975,0,0,3.616,0,61.396,0,"231",0,29.127,61.396,1,61.396,3.616
"111",1,"2012","9","bovine",546342,538340,546404,538389,45,"324",948,0,57.029057,4192.451512,1,1,0.91925,0,0,2.521,0,0,57.981,0,4.67,0,34.828,"324",34.828,0,2.521,1,2.521,62.651
"112",1,"2012","8","bovine",546419,586099,546444,586116,26,"321",1209,0,471.418743,2859.795494,1,1,0.972201,0,0,0,0,0.318,0,43.635,0,45.736,10.312,"231",10.63,0,45.736,1,45.736,43.635
"113",1,"2012","6","bovine",546975,495744,547035,495843,35,"231",553,0,114.948413,1514.848168,1,2,1.267996,30.914,0,11.716,0,0,44.419,0.751,0,0,0,"231",0,30.914,11.716,1,11.716,45.17
"114",1,"2012","8","bovine",547305,560137,547340,560179,36,"312",1182,0,0,8603.237514,1,1,0.93198,0,0,0,0,0,0,68.269,3.85,16.1,11.781,"310",11.781,0,16.1,1,16.1,72.119
"115",1,"2012","6","bovine",547356,589560,547437,589560,26,"324",1413,0,386.131589,5569.369225,2,2,1.090079,0,0,0,0,0,0,33.204,0,28.072,38.724,"324",38.724,0,28.072,1,28.072,33.204
"116",1,"2013","8","bovine",547617,589816,547686,589857,26,"324",1369,0,269.746224,5776.339704,1,1,0.854534,0,0,0,0,0,0,50.392,0,4.968,44.64,"324",44.64,0,4.968,1,4.968,50.392
"117",1,"2013","9","bovine",547673,522063,547765,522163,40,"321",655,0,108.791992,4779.019329,2,3,1.018355,0,0,0,0,4.88,59.15,0,0,27.811,8.159,"231",13.039,0,27.811,1,27.811,59.15
"118",1,"2012","6","bovine",547703,588366,547754,588433,26,"321",1371,0,20.197165,4331.355616,2,2,1.090079,0,0,0,0,0,0,33.204,0,28.072,38.724,"231",38.724,0,28.072,1,28.072,33.204
"119",1,"2015","9","bovine",547752.71,521936.86,547851.71,522031.86,40,"321",645,0,220.913184,4638.406049,2,3,1.018355,0,0,0,0,4.88,59.15,0,0,27.811,8.159,"231",13.039,0,27.811,1,27.811,59.15
"120",1,"2014","6","bovine",547762,506185,547855,506209,32,"311",552,167,0,317.348121,3,3,1.423364,33.439,0,27.653,6.231,0,26.167,0,0,0,6.51,"310",6.51,39.67,27.653,1,27.653,26.167
"121",1,"2013","9","bovine",548101,498795,548182,498864,32,"311",646,0,0,988.418909,1,0,1.16575,11.578,0,52.653,0,0,28.841,5.53,0,0,0,"310",0,11.578,52.653,1,52.653,34.371
"122",1,"2012","8","bovine",548299,507703,548377,507747,32,"311",535,0,0,633.428883,3,3,1.423364,33.439,0,27.653,6.231,0,26.167,0,0,0,6.51,"310",6.51,39.67,27.653,1,27.653,26.167
"123",1,"2015","5","bovine",548765,608444,548850,608544,32,"321",767,4,51.422426,203.035457,1,4,0.726467,0,0,0,3.651,0,0,69.532,0,26.817,0,"231",0,3.651,26.817,1,26.817,69.532
"124",1,"2012","11","bovine",548870,522661,548895,522677,56,"321",655,0,125.500629,5255.078542,1,1,0.644164,0,0,0,0,0,65.521,0,0,34.479,0,"231",0,0,34.479,1,34.479,65.521
"125",1,"2012","8","bovine",549066,514644,549152,514721,56,"211",535,0,151.785895,1182.153932,3,3,1.408993,27.707,0,29.824,0,8.821,30.17,0,0,0,3.479,"210",12.3,27.707,29.824,1,29.824,30.17
"126",1,"2012","5","bovine",549071,505097,549156,505125,32,"321",758,0,90.758582,1871.471444,3,3,0.894421,0,0,17.528,0,0,67.266,0.007,0,14.252,0.948,"231",0.948,0,31.78,1,31.78,67.273
"127",1,"2012","5","bovine",549712,499699,549757,499736,32,"231",654,0,118.637141,2465.84326,2,2,1.041323,0.416,0,47.462,0,4.539,42.049,5.534,0,0,0,"231",4.539,0.416,47.462,1,47.462,47.583
"128",1,"2013","9","bovine",549853,514103,549873,514185,56,"231",613,0,104.531842,2090.548218,3,3,1.408993,27.707,0,29.824,0,8.821,30.17,0,0,0,3.479,"231",12.3,27.707,29.824,1,29.824,30.17
